companyName,updateExisting,existingCompanyIdToUpdate,url,logo,hiddenStatus,hiddenReason,notes,primary,secondary,tertiary,quaternary,quinary,senary
Flexfit,,,https://www.flexfit.com/,https://printtheoryco.com/wp-content/uploads/2014/11/flexfit.jpg,FALSE,,Hats,621b9ada5f87e75f53666f46,,,,,
Gerber Childrenswear,,,https://www.gerberchildrenswear.com/,https://cdn.lovesavingsgroup.com/logos/gerber-childrenswear.png,FALSE,,,621b9ada5f87e75f53666f40,,,,,
Guess,,,https://www.guess.com/us/en/home/,https://1000logos.net/wp-content/uploads/2017/02/GUESS-Logo.png,FALSE,,,621b9ada5f87e75f53666f3e,,,,,
J Crew Group Inc.,,,https://www.jcrew.com,https://cdn.freelogovectors.net/wp-content/uploads/2020/02/jcrew-logo.png,FALSE,,,621b9ada5f87e75f53666f3e,,,,,
"Jockey International, Inc.",,,https://www.jockey.com,https://cdn.freebiesupply.com/logos/large/2x/jockey-logo-black-and-white.png,FALSE,,,621b9ada5f87e75f53666f42,,,,,
Kontoor Brands,,,https://www.kontoorbrands.com/,https://mms.businesswire.com/media/20201029005311/en/834454/23/Kontoor_Brands_Logos_%2811.12.19%29_2_KTB_BRAND_LOGOS_Slogan-tag-RGB_purple.jpg,FALSE,,owns brands,621b9adb5f87e75f53667006,,,,,
Lands End,,,https://www.landsend.com/,https://www.landsend.com/newsroom/multimedia/logos/downloads/2018-logo.jpg,FALSE,,,621b9ada5f87e75f53666f3c,,,,,
NYDJ Apparel,,,https://nydj.com/,https://cdn.shopify.com/s/files/1/0332/0132/4077/files/NYDJ-logo-black.png?height=628&pad_color=fff&v=1597949704&width=1200,FALSE,,,621b9ada5f87e75f53666f3e,,,,,
Vanilla Star,,,https://vanillastarjeans.com/,,FALSE,,,621b9ada5f87e75f53666f3e,,,,,
Stitch Fix,,,https://www.stitchfix.com/,https://d33wubrfki0l68.cloudfront.net/23503204062b1cf33cad49b170e015304ed8a2a1/2a092/assets/img/stitchfix.png,FALSE,,,621b9ada5f87e75f53666f3e,,,,,
The Children's Place,,,https://www.childrensplace.com/us/home,"https://assets.theplace.com/image/upload/w_1200,f_auto,q_auto,bo_200px_solid_rgb:afcee900/ecom/assets/static/images/favicon-tcp-cloud.png",FALSE,,,621b9ada5f87e75f53666f40,,,,,
Thinx,,,https://www.shethinx.com/,https://mms.businesswire.com/media/20191009005586/en/748796/23/Screen_Shot_2019-10-07_at_11.22.37_AM.jpg,FALSE,,undergarments for women,621b9ada5f87e75f53666f3a,,,,,
Tommy Bahama,,,https://www.tommybahama.com/,https://cdn.worldvectorlogo.com/logos/tommy-bahama-1.svg,FALSE,,,621b9ada5f87e75f53666f3e,,,,,
New Balance,,,https://www.newbalance.com/,https://cdn.freebiesupply.com/logos/large/2x/new-balance-2-logo-png-transparent.png,FALSE,,,621b9ada5f87e75f53666f50,,,,,
Temple St. Clair L.L.C,,,http://templestclair.com/,https://images.ctfassets.net/8yh8f71hjxv3/5IjY52Td8SRw1Wuc8cap4w/9461ba3ff6ed6b0891e0e52aa616ef98/temple-st-clair-logo.png,FALSE,,,621b9ada5f87e75f53666f48,,,,,
Brilliant Earth,,,http://www.brilliantearth.com/,https://upload.wikimedia.org/wikipedia/commons/7/75/2000x1000_w-background.png,FALSE,,,621b9ada5f87e75f53666f48,,,,,
Signet Jewelers,,,http://www.signetjewelers.com/,https://bloximages.chicago2.vip.townnews.com/clevelandjewishnews.com/content/tncms/assets/v3/editorial/a/67/a6763c8c-367d-11ec-bbfc-870f07459626/6178334ecbcb3.image.jpg?resize=1200%2C635,FALSE,,,621b9ada5f87e75f53666f48,,,,,
Lux Bond & Green,,,https://www.lbgreen.com/,https://shopwellesleysquare.com/wp-content/uploads/2019/09/lux-bond-green-logo1-fi1.png,FALSE,,,621b9ada5f87e75f53666f48,,,,,
Harry Winston,,,http://www.harrywinston.com/,https://www.swatchgroup.com/sites/default/files/styles/logo/public/brands/500-500-harry-winston-new.png?itok=pmpPzFxR,FALSE,,,621b9ada5f87e75f53666f48,,,,,
Day’s Jewelers,,,http://www.daysjewelers.com/,https://midmainechamber.com/cms/wp-content/uploads/2017/08/DaysJewelersLogo_BLUE.jpg,FALSE,,,621b9ada5f87e75f53666f48,,,,,
Global Groove Life,,,www.globalgroovelife.com,https://cdn.shopify.com/s/files/1/0274/3369/files/logo_560x.png?v=1614785718,FALSE,,Yoga ball cover,621b9adb5f87e75f5366705a,,,,,
Starfish Project,,,https://wholesale.starfishproject.com/,https://cdn.shopify.com/s/files/1/0308/3416/3844/files/starfish-project-branding-2020-LOGO-MAIN-04_5499e39f-e414-4476-a533-b67c781d8792.png?height=628&pad_color=fff&v=1583228746&width=1200,FALSE,,,621b9ada5f87e75f53666f48,,,,,
Aruna Project,,,www.ArunaProject.com,https://cdn.shopify.com/s/files/1/0481/6751/8374/files/aruna_project_logo_679089ee-3904-442e-8766-28b9bb322899.png?v=1607355872,FALSE,,,621b9ada5f87e75f53666f4a,,,,,
Anchal Project,,,http://anchalproject.org/,https://cdn.shopify.com/s/files/1/0898/4930/files/ANC_LOGOTYPE_MARK_REGISTRATION.png?v=1628101548,FALSE,,,621b9ada5f87e75f53666f4a,,,,,
Project Lydia,,,www.projectlydia.org,http://studentsforschools.com/wp-content/uploads/2016/03/PL_logo_lowres.jpeg,FALSE,,,621b9ada5f87e75f53666f48,,,,,
Just Haiti,,,www.justhaiti.org,,FALSE,,Wholesale Coffee,621b9ada5f87e75f53666fae,,,,,
Nativa,,,www.nativashop.com,https://scontent-hou1-1.xx.fbcdn.net/v/t31.18172-8/10560538_669941286415346_5965952365875388185_o.jpg?_nc_cat=100&ccb=1-5&_nc_sid=973b4a&_nc_ohc=CYLWfdZN9wkAX-enrdH&_nc_ht=scontent-hou1-1.xx&oh=accef82bc5a2dc34de8bf24b193c3046&oe=61D54DF7,FALSE,,,621b9ada5f87e75f53666f3e,,,,,
Malia Designs,,,www.maliadesigns.com,https://www.maliadesigns.com/wp-content/uploads/2018/02/logo-1.jpg,FALSE,,,621b9ada5f87e75f53666f4a,,,,,
Dean’s Beans Organic Coffee Company / Proud Harvest Inc.,,,www.deansbeans.com,https://cdn.shopify.com/s/files/1/0060/7895/5610/products/5d26a3f5a61b472246b615a305fdebeb_855x.jpg?v=1612288344,FALSE,,Wholesale Coffee,621b9ada5f87e75f53666fae,,,,,
Beautifully Made Fair Trade,,,www.BeautifullyMadeFairTrade.com,https://cdn.shopify.com/s/files/1/1282/8473/files/spring_is_here-8_1200x.png?v=1555718090,FALSE,,Shelves and bars,621b9adb5f87e75f53666fe8,,,,,
Haiti Projects,,,www.haitiprojects.org,,FALSE,,,621b9ada5f87e75f53666f40,,,,,
Just Creations,,,www.justcreations.org,,FALSE,,,621b9adb5f87e75f53667054,,,,,
Pachamama Market,,,www.pachamamamarket.org,https://www.shopmaraluna.com/uploads/b/d3261589a2fecd3e8814185ec317ebfbaae7d7256e13330b90dfa6ad1f073edb/4_1637629390.png,FALSE,,,621b9ada5f87e75f53666f48,,,,,
Woven Joy,,,http://www.wovenjoy.com/,,FALSE,,,621b9ada5f87e75f53666f48,,,,,
Woven Promises,,,www.wovenpromises.com,,FALSE,,"Capes/Ponchoes, Scarves, covers, and table accessories",621b9adb5f87e75f53667072,,,,,
Just Fare Market,,,www.justfare.org,https://www.exploregeorgia.org/sites/default/files/styles/listing_slideshow/public/listing_images/profile/519/8ca06c718dd56c4cc0114b4f152baf0b_CafeCampesino.jpg?itok=UBBJJ_y2,FALSE,,Fair trade market,621b9adb5f87e75f53667046,,,,,
Café Campesino,,,www.cafecampesino.com,,FALSE,,"Wholesale Coffee, fairtrade",621b9ada5f87e75f53666fae,,,,,
PeaceCraft,,,www.peacecraftinberea.com,,FALSE,,Fair trade market,621b9adb5f87e75f53667046,,,,,
Worldly Goods,,,www.worldlygoods.org,https://scontent-hou1-1.xx.fbcdn.net/v/t31.18172-8/176450_187624017945214_6481901_o.jpg?_nc_cat=102&ccb=1-5&_nc_sid=973b4a&_nc_ohc=JmLyIokEcYAAX__C48a&_nc_ht=scontent-hou1-1.xx&oh=0bc415f9c57147ee367b4caac116f5da&oe=61D67D3B,FALSE,,Fair trade market,621b9adb5f87e75f5366702e,,,,,
Mt. Meru Coffee Project,,,www.mtmerucoffee.org,https://cdn.shopify.com/s/files/1/0233/9801/products/12-08-17HorizLogo-JRC-Mt._20Meru_20Horizontal_20Logo_Final_1_650x.jpg?v=1615048660,FALSE,,Wholesale Coffee,621b9ada5f87e75f53666fae,,,,,
Mehera Shaw,,,www.meherashaw.com,https://cdn.shopify.com/s/files/1/0037/9092/files/MS_Logo_Block_280x@2x.jpg?v=1566678584,FALSE,,Home textiles,621b9adb5f87e75f53666fe8,,,,,
Awamaki,,,www.awamaki.org,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Awamaki_Logo_Global_Giving_6-8-18.jpg/1200px-Awamaki_Logo_Global_Giving_6-8-18.jpg,FALSE,,Non profit aiding women in Peru,621b9adb5f87e75f5366702e,,,,,
Liz Alig,,,www.lizalig.com,,FALSE,,,621b9ada5f87e75f53666f3e,,,,,
Maggie’s Organics,,,www.maggiesorganics.com,https://scontent-hou1-1.xx.fbcdn.net/v/t1.6435-9/84181105_10157863854802403_2223598250965860352_n.png?_nc_cat=106&ccb=1-5&_nc_sid=973b4a&_nc_ohc=DibRp2sST9YAX8WrMv8&_nc_ht=scontent-hou1-1.xx&oh=018f47eab203d35acc2340f610faf33c&oe=61D6D77A,FALSE,,,621b9ada5f87e75f53666f4c,,,,,
Swahili African Modern,,,www.swahiliwholesale.com,https://scontent-hou1-1.xx.fbcdn.net/v/t1.18169-9/1780802_617070788366073_357352153_n.jpg?_nc_cat=100&ccb=1-5&_nc_sid=973b4a&_nc_ohc=yCyHRpIx4QwAX_9AWfq&_nc_ht=scontent-hou1-1.xx&oh=35de73b059bf9d36a6414d1e14aef370&oe=61D73253,FALSE,,"Gifts, baskets and textiles",621b9adb5f87e75f53666fe8,,,,,
African Market Baskets,,,www.AfricanMarketBaskets.com,https://www.africanmarketbaskets.com/wp-content/uploads/2017/02/AMB_logo_silo.png,FALSE,,"Gifts, baskets and textiles",621b9adb5f87e75f53666fe8,,,,,
Global Mamas,,,www.globalmamas.org,https://globalmamas.org/wp-content/uploads/2021/03/Logo_regular.jpg,FALSE,,"Gifts, baskets and textiles",621b9adb5f87e75f53666fe8,,,,,
Koru Street,,,korustreet.com,,FALSE,,Home goods and products,621b9adb5f87e75f53666fe8,621b9adb5f87e75f53667068,,,,
Rover & Kin,,,https://roverandkin.com/,https://cdn.shopify.com/s/files/1/2808/3180/files/RK_logo_2021_copy.png?height=628&pad_color=ffffff&v=1617407069&width=1200,FALSE,,,621b9ada5f87e75f53666f48,,,,,
Mela Artisans,,,www.melaartisans.com,https://images.squarespace-cdn.com/content/v1/5a836092e45a7cc3c500061a/1581001599845-BK2T0EN10RK9NGMEB683/mela_logo_general.jpg,FALSE,,Home goods and products,621b9adb5f87e75f53666fe8,,,,,
Matr Boomie,,,www.matrboomie.com,https://m.media-amazon.com/images/S/al-na-9d5791cf-3faf/68991c43-2a3e-4e82-90a7-7000f765b9c1.png,FALSE,,,621b9ada5f87e75f53666f48,,,,,
Mata Traders,,,www.MataTraders.com,http://cdn.shopify.com/s/files/1/2018/7253/products/certificate_mata_website6_1200x1200.png?v=1571715342,FALSE,,,621b9ada5f87e75f53666f3e,,,,,
Good Paper,,,www.goodpaper.com,https://www.fairtradewinds.net/wp-content/uploads/2015/02/good-paper-logo.jpg,FALSE,,Gift cards for all occastions and holidays,621b9adb5f87e75f53667066,,,,,
Meyelo,,,www.meyelo.com,http://cdn.shopify.com/s/files/1/0450/2198/6977/files/Logo_1200x1200.jpg?v=1603911289,FALSE,,,621b9ada5f87e75f53666f48,,,,,
Center for Amazon Community Ecology,,,www.amazonforeststore.org,https://cdn.shopify.com/s/files/1/1255/4935/files/09_HORIZONTAL_2586x.png?v=1620073844,FALSE,,Hand made crafts,621b9adb5f87e75f53666fe8,,,,,
Conscious by Kali,,,http://www.consciousbykali.com,,FALSE,,,621b9ada5f87e75f53666f3c,,,,,
Zee Bee Market,,,www.zeebeemarket.com,https://cdn.shopify.com/s/files/1/0192/4976/files/New_Logo_f7119c60-2fd2-43bc-84a0-22cdb997a063.jpg?height=628&pad_color=fff&v=1625147559&width=1200,FALSE,,,621b9ada5f87e75f53666f4a,,,,,
Cheppu from Himalaya,,,www.cheppu.com,http://www.cheppu.com/wp-content/uploads/2016/01/cheppu_logo.jpg,FALSE,,,621b9ada5f87e75f53666f3e,,,,,
Amani ya Juu,,,www.amaniafrica.org,https://assets.simpleviewinc.com/simpleview/image/upload/crm/chattanooga/amani-ya-juu-logo_0A19EAC1-BF74-4639-81FC31877B8E5062_8fd551f1-b4bd-4f21-b01f292d623ba274.jpg,FALSE,,,621b9adb5f87e75f53666fe8,,,,,
Shanti Boutique,,,www.shantiboutique.com,,FALSE,,,621b9ada5f87e75f53666f48,,,,,
Twin Engine Coffee,,,www.twinenginecoffee.com,https://images.squarespace-cdn.com/content/v1/577d71f8893fc05101fb3cfb/1534029390808-SHXY62HOGFPFSIUDNOWV/Twin+Engine+Coffee+-+Logo.png?format=1500w,FALSE,,Wholesale Coffee,621b9ada5f87e75f53666fae,,,,,
The Little Market,,,www.thelittlemarket.com,https://i.stack.imgur.com/N3Q6y.jpg,FALSE,,Hand made crafts,621b9adb5f87e75f53666fe8,,,,,
Dunitz & Company,,,www.dunitz.com,,FALSE,,,621b9ada5f87e75f53666f48,,,,,
Toockies,,,www.toockies.com,https://toockies.dk/____impro/1/onewebmedia/Toockies___serialized2.png?etag=%22af3a-5d5683ef%22&sourceContentType=image%2Fpng&ignoreAspectRatio&resize=689%2B200&extract=0%2B5%2B679%2B195,FALSE,,Home textiles,621b9adb5f87e75f53666fe8,,,,,
Nica Life,,,www.nicalifeproject.com,,FALSE,,,621b9ada5f87e75f53666f48,,,,,
Baskets and Beads Kenya,,,https://basketsandbeadskenya.com,http://cdn.shopify.com/s/files/1/0279/4645/1023/files/Baskets_And_Beads_Logo_1_1200x1200.jpg?v=1574828601,FALSE,,,621b9ada5f87e75f53666f48,,,,,
Global Goods Partners,,,www.globalgoodspartners.org,https://cdn.shopify.com/s/files/1/0635/1691/t/2/assets/logo-retina.png?v=3452459707922728790,FALSE,,Gifts for homes and families,621b9adb5f87e75f53666fe8,621b9ada5f87e75f53666f48,,,,
Singing Rooster,,,www.singingrooster.org,https://singingrooster.org/wp-content/uploads/2015/08/singing-rooster-logo-long.png,FALSE,,Wholesale Coffee and chocolate products,621b9ada5f87e75f53666fae,621b9ada5f87e75f53666fc4,,,,
Tula Hats,,,www.tulahats.com,,FALSE,,Hats,621b9ada5f87e75f53666f46,,,,,
Milagros,,,https://milagros.jewelry/,https://milagros.jewelry/wp-content/themes/jld/images/gracia-and-milagros-jewelry.png,FALSE,,,621b9ada5f87e75f53666f48,,,,,
Balizen by Zen Zen Garden Home,,,https://balizenhome.com,https://cdn.shopify.com/s/files/1/0167/4784/files/balizen_logo_plain_600x.jpg?v=1551526137,FALSE,,,621b9ada5f87e75f53666f42,,,,,
JOYN,,,www.joynbags.com,https://cdn.shopify.com/s/files/1/0228/7897/files/JOYN_Logos_RGB_Primary_copy_7_70df35b7-8197-464a-a89f-c7f7e67faeb6_2490x630.png?v=1613425765,FALSE,,,621b9ada5f87e75f53666f4a,,,,,
Tulia’s Artisan Gallery,,,www.tulias.com,https://www.chicagofairtradepopupshop.org/uploads/1/3/4/5/134583192/s392927626176781430_c75_i1_w767.png?width=640,FALSE,,,621b9ada5f87e75f53666f48,,,,,
Unique Batik,,,www.uniquebatik.us,,FALSE,,,621b9ada5f87e75f53666f4a,,,,,
Sari Bari USA,,,www.saribari.com,https://factorynorth.com/uploads/_2220xAUTO_crop_center-center_60_none/V01_SB_LogoPink_2220x1080.jpg,FALSE,,,621b9adb5f87e75f53666fe8,,,,,
World Cup Fair Trade Market,,,www.worldcupcafe.org,https://wacoheartoftexas.com/wp-content/uploads/2019/03/world-cup-cafe-web.png,FALSE,,fair trade market,621b9ada5f87e75f53666f86,621b9adb5f87e75f53667066,,,,
Everest Designs,,,www.everest-designs.com,,FALSE,,,621b9ada5f87e75f53666f3c,,,,,
Old North Fair Trade Market,,,www.oldnorthumc.com,https://livingchurch.org/covenant/wp-content/uploads/2020/02/1200px-Logo_of_the_United_Methodist_Church.svg_.png,FALSE,,Fair trade market,621b9adb5f87e75f53667046,,,,,
GlobeIn,,,https://globein.com/,https://scontent-hou1-1.xx.fbcdn.net/v/t1.6435-9/202286803_4365601713484242_626182398037516543_n.png?_nc_cat=111&ccb=1-5&_nc_sid=973b4a&_nc_ohc=12adBodTj00AX9D-6LM&_nc_ht=scontent-hou1-1.xx&oh=608f427e12cac9af3dd7393cf4b3b94c&oe=61D4707A,FALSE,,Hand made crafts,621b9adb5f87e75f53666fe8,,,,,
Marquet,,,www.marquetfairtrade.com,,FALSE,,,621b9ada5f87e75f53666f48,,,,,
Global Good Fair Trade,,,http://www.globalgoodfairtrade.com/,,FALSE,,Hand made crafts,621b9adb5f87e75f53666fe8,,,,,
MayaWorks,,,www.mayaworks.org,https://www.adventuresmithexplorations.com/wp-content/uploads/2019/08/mayaworks-logo.svg,FALSE,,,621b9adb5f87e75f5366702e,,,,,
Bridges of Hope,,,www.bohfairtrade.com,http://cdn.shopify.com/s/files/1/0550/3152/9622/files/bridge_logo_4_1200x1200.png?v=1624547184,FALSE,,Hand made crafts,621b9adb5f87e75f53666fe8,,,,,
Inter-American Trading,,,www.i-at.com,,FALSE,,"Cloth, jewelry, accessories, and gifts",621b9adb5f87e75f53667072,,,,,
The Work of Our Hands,,,www.workofourhands.org,http://cdn.shopify.com/s/files/1/0513/2786/0913/files/Color_Logo_cd03089d-d71b-423a-b918-9970679300a0.jpg?v=1620075092,FALSE,,Home Decor supplies and products,621b9adb5f87e75f53666fe8,621b9ada5f87e75f53666f48,621b9adb5f87e75f53666fee,,,
Maroma USA,,,www.maromausa.com,https://mb.cision.com/Public/3759/0/843d4a0e75f1e85f_org.jpg,FALSE,,meditation candles and perfume products,621b9adb5f87e75f53666fe8,621b9adb5f87e75f53666fea,621b9adb5f87e75f5366703a,,,
Project Have Hope,,,www.projecthavehope.org,http://cdn.shopify.com/s/files/1/0876/9556/t/11/assets/logo.png?v=17763376831611133259,FALSE,,Helps Women in Uganda,621b9adb5f87e75f5366702e,,,,,
Hands of Faith Fair Trade,,,http://lolonline.org/hands-of-faith-fair-trade-ministry/,https://cdn.shopify.com/s/files/1/0385/4358/9508/files/logowithoutbackground_951x.png?v=1587925596,FALSE,,Fair trade market,621b9adb5f87e75f53667046,,,,,
Lucia’s Imports / Lucia’s World Emporium,,,www.luciasimports.com,https://scontent-hou1-1.xx.fbcdn.net/v/t1.6435-9/51168122_10157546981852079_1624076560824795136_n.png?_nc_cat=109&ccb=1-5&_nc_sid=973b4a&_nc_ohc=VrOeDWBmu1oAX-rJOgz&_nc_ht=scontent-hou1-1.xx&oh=139eafd9393f6e87569809150da6a7bb&oe=61D576A8,FALSE,,Fair trade market,621b9ada5f87e75f53666f48,,,,,
Sol Jewels,,,www.soljewels.com,,FALSE,,,621b9ada5f87e75f53666f48,,,,,
WorldFinds,,,WorldFinds.com,http://cdn.shopify.com/s/files/1/0545/0973/2015/files/Color_Logo_with_tag_ab329ccd-5f79-46b1-8f3a-43b8aaf31b08_1200x1200.png?v=1630592327,FALSE,,,621b9ada5f87e75f53666f48,,,,,
Illuminating Nations Through Offering an Opportunity (INTO),,,www.intoworld.org,https://www.intoworld.org/uploads/b/77780d10-5b95-11ea-a3c0-f9e03291e42d/6dacdc99015c942018e60aff22e2367e.png,FALSE,,,621b9ada5f87e75f53666f3c,,,,,
Grain of Rice Project,,,www.grainofriceproject.org,https://www.guidestar.org/ViewEdoc.aspx?eDocId=4941369&approved=True,FALSE,,Fair trade market,621b9adb5f87e75f5366702e,,,,,
Jubilee Global Gifts,,,https://www.jubileeleavenworth.com/collection,"https://static.wixstatic.com/media/0083e2_97c202ea4e7d4f788a4b68e59493c7e3~mv2.jpg/v1/fit/w_2500,h_1330,al_c/0083e2_97c202ea4e7d4f788a4b68e59493c7e3~mv2.jpg",FALSE,,"Hand made crafts for home decor, birdhouses, etc.",621b9adb5f87e75f53666fe8,,,,,
dZi Handmade,,,www.dZi.com,https://cdn-api.swapcard.com/public/images/533b4dc6eea545a38c2bb02a0e717730.gif,FALSE,,Hand made crafts,621b9adb5f87e75f53666fe8,,,,,
Unique World Inspirations,,,https://uniqueworldinspirations.com,,FALSE,,Fair trade market,621b9ada5f87e75f53666f48,,,,,
4 All Humanity,,,www.4allhumanity.com,,FALSE,,Fair trade market,621b9ada5f87e75f53666f3e,,,,,
Ten Thousand Villages USA,,,www.tenthousandvillages.com,https://give.tenthousandvillages.com/wp-content/uploads/2019/10/ttv-og-image.jpg,FALSE,,Hand made crafts,621b9adb5f87e75f53666fe8,,,,,
Canaan Fair Trade,,,www.canaanusa.com,https://cdn.shopify.com/s/files/1/0263/4199/8652/files/Canaan_Logo_Web_Clear_2048x.png,FALSE,,Olive oil products,621b9ada5f87e75f53666fc6,,,,,
The Sentient Bean,,,www.sentientbean.com,https://images.squarespace-cdn.com/content/v1/5eac4496330140209cc9e67e/1617385260871-BV8CBSEJL1AZ87V3POQX/SB_spot175U_LG.png,FALSE,,"local to Savannah, GA",621b9ada5f87e75f53666f86,,,,,
