action,type,original,companyId,companyName
ADD,MANUAL,O'Reilly Auto Parts,621b99385f87e75f5365a71d,
ADD,MANUAL,Old Navy,621b99b35f87e75f5365eed1,
ADD,MANUAL,Patagonia-salt,621b995c5f87e75f5365bc11,
ADD,MANUAL,Patagonia Direct,621b995c5f87e75f5365bc11,
ADD,MANUAL,Patagonia-nyc,621b995c5f87e75f5365bc11,
ADD,MANUAL,Patagonia-reno,621b995c5f87e75f5365bc11,
ADD,MANUAL,W Victory Blvd,62def1407b212526d1e06442,
ADD,MANUAL,&#10;petco,62def1407b212526d1e06442,
ADD,MANUAL,Card&;petco,62def1407b212526d1e06442,
ADD,MANUAL,Progressive Direct Insurance,621b99385f87e75f5365a761,
ADD,MANUAL,Progressive Ins,621b99385f87e75f5365a761,
ADD,MANUAL,Progressive Insu Ce,621b99385f87e75f5365a761,
ADD,MANUAL,Progressive Insu,621b99385f87e75f5365a761,
ADD,MANUAL,Progressive Insurance,621b99385f87e75f5365a761,
ADD,MANUAL,Rei 85 Durham,62def1b77b212526d1e07323,
ADD,MANUAL,Restorative,62deee7d7b212526d1e02419,
ADD,MANUAL,Ross Dress,621b993a5f87e75f5365a821,
ADD,MANUAL,Ross Stores,621b993a5f87e75f5365a821,
ADD,MANUAL,Ross Dress For Less,621b993a5f87e75f5365a821,
ADD,MANUAL,Sees Candies Mo,621b99b15f87e75f5365ed65,
ADD,MANUAL,Sees Cand,621b99b15f87e75f5365ed65,
ADD,MANUAL,Sees Candy,621b99b15f87e75f5365ed65,
ADD,MANUAL,Shell,62def2437b212526d1e078e1,
ADD,MANUAL,Shell Service,62def2437b212526d1e078e1,
ADD,MANUAL,Service S,62def2437b212526d1e078e1,
ADD,MANUAL,Withdrawal&;shell,62def2437b212526d1e078e1,
ADD,MANUAL,Service Station,62def2437b212526d1e078e1,
ADD,MANUAL,Sony Playstation,621b996b5f87e75f5365c4f1,
ADD,MANUAL,Playstation,621b996b5f87e75f5365c4f1,
ADD,MANUAL,Tomscom,621b99475f87e75f5365afad,
ADD,MANUAL,Tractor-supply-c,621b993b5f87e75f5365a8f9,
ADD,MANUAL,Ral Trip Adviser,621b993b5f87e75f5365a8e9,
ADD,MANUAL,ULTA,621b993b5f87e75f5365a919,
ADD,MANUAL,Under Armour Factory House,621b99be5f87e75f5365f4fd,
ADD,MANUAL,UPS,621b993c5f87e75f5365a93d,
ADD,MANUAL,Verizon Wrls,621b993c5f87e75f5365a97d,
ADD,MANUAL,Verizon Wrl My Acct Vn,621b993c5f87e75f5365a97d,
ADD,MANUAL,Vzwrlss,621b993c5f87e75f5365a97d,
ADD,MANUAL,Waldorf,621b99b45f87e75f5365ef41,
ADD,MANUAL,Waldorf Astoria Monarch Beach,621b99b45f87e75f5365ef41,
ADD,MANUAL,Walgreens-a564,62def2787b212526d1e07d0b,
ADD,MANUAL,Walgreen,62def2787b212526d1e07d0b,
ADD,MANUAL,Walgreens Store,62def2787b212526d1e07d0b,
ADD,MANUAL,Drugs A Walgreen,62def2787b212526d1e07d0b,
ADD,MANUAL,Withdrawal&;walgreens,62def2787b212526d1e07d0b,
ADD,MANUAL,Walgreen Co,62def2787b212526d1e07d0b,
ADD,MANUAL,Card&;walgreens,62def2787b212526d1e07d0b,
ADD,MANUAL,Wal Sams,621b993c5f87e75f5365a9a5,
ADD,MANUAL,Flwal-mar,621b993c5f87e75f5365a9a5,
ADD,MANUAL,Wal-mart Super,621b993c5f87e75f5365a9a5,
ADD,MANUAL,Walt Disney World Swan,621b99b25f87e75f5365ee19,
ADD,MANUAL,Warby,62def18a7b212526d1e06d60,
ADD,MANUAL,Warby Parker New York City Hq And Showroom,62def18a7b212526d1e06d60,
ADD,MANUAL,Wegmans,621b996a5f87e75f5365c3d1,
ADD,MANUAL,Xfinity Mobile,621b99b15f87e75f5365eda1,
ADD,MANUAL,Xfinity Prepaid,621b99b15f87e75f5365eda1,
ADD,MANUAL,Xfinity Wifi,621b99b15f87e75f5365eda1,
ADD,MANUAL,Zarausainc,62def2767b212526d1e07cdc,
ADD,MANUAL,Zoomvideoco,621b993d5f87e75f5365a9fd,
ADD,MANUAL,Zynga I,621b993d5f87e75f5365aa19,
ADD,MANUAL,Dd Doordash Chick-fil,62def10c7b212526d1e05ae0,
ADD,MANUAL,Chickfila App,62def10c7b212526d1e05ae0,
ADD,MANUAL,Chick-fil,62def10c7b212526d1e05ae0,
ADD,MANUAL,E Bay O,621b99325f87e75f5365a3e1,
ADD,MANUAL,Lemonade Insurance,621b99515f87e75f5365b549,
ADD,MANUAL,Hotels,621b99335f87e75f5365a459,
ADD,MANUAL,American Express Travel,621b99305f87e75f5365a26d,
ADD,MANUAL,Booking,621b99b05f87e75f5365eccd,
ADD,MANUAL,Delta,621b99325f87e75f5365a371,
ADD,MANUAL,Market Street,62deed687b212526d1e0106c,
ADD,MANUAL,Patagonia,621b995c5f87e75f5365bc11,
ADD,MANUAL,Peets Coffee,621b99f25f87e75f53661359,
ADD,MANUAL,Seasons,62def3f27b212526d1e0a1fa,
ADD,MANUAL,Alaska Airlines,621b992e5f87e75f5365a18d,
ADD,MANUAL,0119 00000101 0000002406 006087 REFUNDAMAZON.COM,621b992f5f87e75f5365a1d1,
ADD,MANUAL,POS Adjustment - APPLE.COM BILL,621b992e5f87e75f5365a19d,
ADD,MANUAL,CRE 0000 00095551 BARNES&NOBLE.COM WESTBURY NY C#1224,62def2327b212526d1e0775e,
ADD,MANUAL,BP,62def24a7b212526d1e07975,
ADD,MANUAL,Bp *Bumper Trial,62def24a7b212526d1e07975,
ADD,MANUAL,BP Gas - 2% Cash Back,62def24a7b212526d1e07975,
ADD,MANUAL,BP Gas withdrawal,62def24a7b212526d1e07975,
ADD,MANUAL,Bp#,62def24a7b212526d1e07975,
ADD,MANUAL,BP#1710789C - CHECK #4,62def24a7b212526d1e07975,
ADD,MANUAL,BP#1897453QC MART EQPS,62def24a7b212526d1e07975,
ADD,MANUAL,BP#1944321539 M,62def24a7b212526d1e07975,
ADD,MANUAL,BP#2299709W DURHAM FAMIL,62def24a7b212526d1e07975,
ADD,MANUAL,BP#2307908E CAMPUS FAMIL,62def24a7b212526d1e07975,
ADD,MANUAL,BP#2308617H VALLEY FAMIL,62def24a7b212526d1e07975,
ADD,MANUAL,BP#5899794LE CL,62def24a7b212526d1e07975,
ADD,MANUAL,BP#6752265E RALEIGH FAM,62def24a7b212526d1e07975,
ADD,MANUAL,BP#8142473QC MART WQPS,62def24a7b212526d1e07975,
ADD,MANUAL,BP#8180457Q C MART QPS,62def24a7b212526d1e07975,
ADD,MANUAL,BP#843685914TH ATLANTA GA 09/25,62def24a7b212526d1e07975,
ADD,MANUAL,BP#88653131265 S HI ST D,62def24a7b212526d1e07975,
ADD,MANUAL,BP#8872350QR #11,62def24a7b212526d1e07975,
ADD,MANUAL,BP#89382434511 GOLF RD S,62def24a7b212526d1e07975,
ADD,MANUAL,BP#9083601TA PORTER,62def24a7b212526d1e07975,
ADD,MANUAL,BP#9314857CT AVE BP,62def24a7b212526d1e07975,
ADD,MANUAL,BP#9349275Q C MART QPS,62def24a7b212526d1e07975,
ADD,MANUAL,BP#95305772801,62def24a7b212526d1e07975,
ADD,MANUAL,BP#XXXXXXXXXX WORCQPS,62def24a7b212526d1e07975,
ADD,MANUAL,CASEYS #1 1100 06/12 #XXXXX5797 PURCHASE CASEYS #1 1100 S,621b99305f87e75f5365a2b1,
ADD,MANUAL,CASEYS #2 130 03/28 #XXXXX4819 PURCHASE CASEYS #2 130 W E,621b99305f87e75f5365a2b1,
ADD,MANUAL,CASEYS #2 1850 04/14 #XXXXX2293 PURCHASE CASEYS #2 1850 22 WDM,621b99305f87e75f5365a2b1,
ADD,MANUAL,CASEYS #2 708 09/17 #XXXXX2198 PURCHASE CASEYS #2 708 S D,621b99305f87e75f5365a2b1,
ADD,MANUAL,CASEYS #3 2480 09/21 #XXXXX1990 MOBILE PURCHASE CASEYS #3 2480 1S,621b99305f87e75f5365a2b1,
ADD,MANUAL,CASEYS #3 6643 06/09 #XXXXX0155 PURCHASE CASEYS #3 6643 S,621b99305f87e75f5365a2b1,
ADD,MANUAL,CL. MONACO #1054,621b99bb5f87e75f5365f359,
ADD,MANUAL,CL. MONACO BEVERLY HILLS,621b99bb5f87e75f5365f359,
ADD,MANUAL,CL. MONACO N.YORK 1036,621b99bb5f87e75f5365f359,
ADD,MANUAL,CRATE&BARREL CB2 NOD,62def33f7b212526d1e089fd,
ADD,MANUAL,1320593584 Credit Karma 2608869884 Transfer Samantha Rogers WEB 051504758869884,621b99b55f87e75f5365efc9,
ADD,MANUAL,1320593584 Credit Karma 2626499981 Transfer Samantha Rogers WEB 051504756499981,621b99b55f87e75f5365efc9,
ADD,MANUAL,1320593584 Credit Karma 2697270708 Transfer,621b99b55f87e75f5365efc9,
ADD,MANUAL,1320593584 Credit Karma 2762989823 Transfer Samantha Rogers WEB 051504750020278,621b99b55f87e75f5365efc9,
ADD,MANUAL,1320593584 Credit Karma 2822995459 Transfer Samantha Rogers WEB 051504750062047,621b99b55f87e75f5365efc9,
ADD,MANUAL,1320593584 Credit Karma 2939372987 Transfer Samantha Rogers WEB 051504750060911,621b99b55f87e75f5365efc9,
ADD,MANUAL,1320593584 Credit Karma 3076796181 Transfer Samantha Rogers WEB 051504750062484,621b99b55f87e75f5365efc9,
ADD,MANUAL,1320593584 Credit Karma 3230799969 Transfer Samantha Rogers WEB 051504750072791,621b99b55f87e75f5365efc9,
ADD,MANUAL,1320593584 Credit Karma 3475824717 Transfer Samantha Rogers WEB 051504750068701,621b99b55f87e75f5365efc9,
ADD,MANUAL,1320593584 Credit Karma 3644712276 Transfer Samantha Rogers WEB 051504750064968,621b99b55f87e75f5365efc9,
ADD,MANUAL,1320593584 Credit Karma 3804318405 Transfer Samantha Rogers WEB 051504750065476,621b99b55f87e75f5365efc9,
ADD,MANUAL,1320593584 Credit Karma 4079925735 Transfer Samantha Rogers WEB 051504750070642,621b99b55f87e75f5365efc9,
ADD,MANUAL,1320593584 Credit Karma 4211190193 Transfer Samantha Rogers WEB 051504750068359,621b99b55f87e75f5365efc9,
ADD,MANUAL,1320593584 Credit Karma 4331882921 Transfer Samantha Rogers WEB 051504750076809,621b99b55f87e75f5365efc9,
ADD,MANUAL,1320593584 Credit Karma 4441432691 Transfer Samantha Rogers WEB 051504750073845,621b99b55f87e75f5365efc9,
ADD,MANUAL,1320593584 Credit Karma 4563266878 Transfer Samantha Rogers WEB 051504750082064,621b99b55f87e75f5365efc9,
ADD,MANUAL,1320593584 Credit Karma 4680475790 Transfer Samantha Rogers WEB 051504750079305,621b99b55f87e75f5365efc9,
ADD,MANUAL,1320593584 Credit Karma 4785318021 Transfer Samantha Rogers WEB 051504750065320,621b99b55f87e75f5365efc9,
ADD,MANUAL,1320593584 Credit Karma 4906078191 Transfer Samantha Rogers WEB 051504750063739,621b99b55f87e75f5365efc9,
ADD,MANUAL,1320593584 Credit Karma 5011292631 Transfer Samantha Rogers WEB 051504750067156,621b99b55f87e75f5365efc9,
ADD,MANUAL,CVSSTORE #03-S513124,621b99b15f87e75f5365edcd,
ADD,MANUAL,CA DD DOORDASH BURRITOPA CARD# 5143,62def1427b212526d1e06483,
ADD,MANUAL,Card purchase / DD DOORDASH BURGERKIN 5812 (2022-01-08),62def1427b212526d1e06483,
ADD,MANUAL,Card purchase / DD DOORDASH BURGERKIN 5812 (2022-02-28),62def1427b212526d1e06483,
ADD,MANUAL,Card purchase / DD DOORDASH BURGERKIN 5812 (2022-03-31),62def1427b212526d1e06483,
ADD,MANUAL,Card purchase / DD DOORDASH BURGERKIN 5812 (2022-06-07),62def1427b212526d1e06483,
ADD,MANUAL,Card purchase / DD DOORDASH BURGERKIN 5812 (2022-07-22),62def1427b212526d1e06483,
ADD,MANUAL,Card purchase / DD DOORDASH BURGERKIN 5812 (2022-09-06),62def1427b212526d1e06483,
ADD,MANUAL,Card purchase / DD DOORDASH LITTLECAE 5812 (2022-02-17),62def1427b212526d1e06483,
ADD,MANUAL,Card purchase / DD DOORDASH LITTLECAE 5812 (2022-02-22),62def1427b212526d1e06483,
ADD,MANUAL,Card purchase / DD DOORDASH LITTLECAE 5812 (2022-02-23),62def1427b212526d1e06483,
ADD,MANUAL,Card purchase / DD DOORDASH LITTLECAE 5812 (2022-02-26),62def1427b212526d1e06483,
ADD,MANUAL,Card purchase / DD DOORDASH LITTLECAE 5812 (2022-05-26),62def1427b212526d1e06483,
ADD,MANUAL,Card purchase / DD DOORDASH LITTLECAE 5812 (2022-06-23),62def1427b212526d1e06483,
ADD,MANUAL,Card purchase / DD DOORDASH LITTLECAE 5812 (2022-06-29),62def1427b212526d1e06483,
ADD,MANUAL,Card purchase / DD DOORDASH LITTLECAE 5812 (2022-07-22),62def1427b212526d1e06483,
ADD,MANUAL,Card purchase / DD DOORDASH LITTLECAE 5812 (2022-07-26),62def1427b212526d1e06483,
ADD,MANUAL,Card purchase / DD DOORDASH LITTLECAE 5812 (2022-09-05),62def1427b212526d1e06483,
ADD,MANUAL,Card purchase / DD DOORDASH LITTLECAE 5812 (2022-09-13),62def1427b212526d1e06483,
ADD,MANUAL,Card purchase / DD DOORDASH MARCOSPIZ 5812 (2022-04-01),62def1427b212526d1e06483,
ADD,MANUAL,Card purchase / DD DOORDASH PIZZARANC 5812 (2022-05-09),62def1427b212526d1e06483,
ADD,MANUAL,Card purchase / DD DOORDASH SONICDRIV 5812 (2022-07-21),62def1427b212526d1e06483,
ADD,MANUAL,Card purchase / DD DOORDASH STEAKNSHA 5812 (2022-08-03),62def1427b212526d1e06483,
ADD,MANUAL,Card purchase / DD DOORDASH STEAKNSHA 5812 (2022-08-04),62def1427b212526d1e06483,
ADD,MANUAL,Card purchase / DD DOORDASH UNIMPAIRE 5812 (2022-06-02),62def1427b212526d1e06483,
ADD,MANUAL,Card purchase / DD DOORDASH UNIMPAIRE 5812 (2022-08-10),62def1427b212526d1e06483,
ADD,MANUAL,Card purchase / DD DOORDASH UNIMPAIRE 5812 (2022-09-02),62def1427b212526d1e06483,
ADD,MANUAL,Card purchase / DD DOORDASH VILLAGEIN 5812 (2021-11-14),62def1427b212526d1e06483,
ADD,MANUAL,Card purchase / DD DOORDASH VILLAGEIN 5812 (2022-08-01),62def1427b212526d1e06483,
ADD,MANUAL,Card purchase / DD DOORDASH VILLAGEIN 5812 (2022-08-11),62def1427b212526d1e06483,
ADD,MANUAL,"DoorDash, Inc. DES:DoorDash, ID:ST-D4I2S0K3I1V1 INDN:JACOB PERRY CO ID:XXXXX65600 CCD",62def1427b212526d1e06483,
ADD,MANUAL,"DoorDash, Inc. DES:DoorDash, ID:ST-L7O8U5L7C5A5 INDN:SAMUEL LOWY CO ID:XXXXX48598 CCD",62def1427b212526d1e06483,
ADD,MANUAL,"DoorDash, Inc. DES:DoorDash, ID:ST-L9Z0T4I1V3V3 INDN:JACOB PERRY CO ID:XXXXX65600 CCD",62def1427b212526d1e06483,
ADD,MANUAL,"DoorDash, Inc. DES:DoorDash, ID:ST-M1Q9K8T3C1N4 INDN:JACOB PERRY CO ID:XXXXX48598 CCD",62def1427b212526d1e06483,
ADD,MANUAL,"DoorDash, Inc. DES:DoorDash, ID:ST-M7Q3Y7Q5V8Z2 INDN:JACOB PERRY CO ID:XXXXX65600 CCD",62def1427b212526d1e06483,
ADD,MANUAL,"DoorDash, Inc. DES:DoorDash, ID:ST-R7W0F1Y1L2W2 INDN:SAMUEL LOWY CO ID:XXXXX48598 CCD",62def1427b212526d1e06483,
ADD,MANUAL,"DoorDash, Inc. DES:DoorDash, ID:ST-W3F0Z5Z6F6Z9 INDN:JACOB PERRY CO ID:XXXXX65600 CCD",62def1427b212526d1e06483,
ADD,MANUAL,"DoorDash, Inc. DES:DoorDash, ID:ST-X6Z6C4V5I2F3 INDN:SAMUEL LOWY CO ID:XXXXX48598 CCD",62def1427b212526d1e06483,
ADD,MANUAL,"DoorDash, Inc. DoorDash, ST-I1Q2H9T0A7G9 CCD ID: 1800948598",62def1427b212526d1e06483,
ADD,MANUAL,"DoorDash, Inc. DoorDash, ST-J3R5W6M4E0J4 CCD ID: 1800948598",62def1427b212526d1e06483,
ADD,MANUAL,"Doordash, Inc. FastPay via DOORDASH, INC. FASTPAY",62def1427b212526d1e06483,
ADD,MANUAL,"Doordash, inc. visa direct",62def1427b212526d1e06483,
ADD,MANUAL,DoorDash.com withdrawal,62def1427b212526d1e06483,
ADD,MANUAL,DOORDASH*PIAS KITCHEN,62def1427b212526d1e06483,
ADD,MANUAL,DOORDASH*SAGE BROOKLYN,62def1427b212526d1e06483,
ADD,MANUAL,DOORDASH*SAKE 3 JAPANE,62def1427b212526d1e06483,
ADD,MANUAL,DOORDASHINC,62def1427b212526d1e06483,
ADD,MANUAL,EVERLANE INC. C,62deed8b7b212526d1e01500,
ADD,MANUAL,EVERLANE INC*115154615,62deed8b7b212526d1e01500,
ADD,MANUAL,EVERLANE INC*207565483,62deed8b7b212526d1e01500,
ADD,MANUAL,EVERLANE INC043371415-506-7691 C,62deed8b7b212526d1e01500,
ADD,MANUAL,EVERLANE INC081361415-506-7691 C,62deed8b7b212526d1e01500,
ADD,MANUAL,EVERLANE INC143821415-506-7691 C,62deed8b7b212526d1e01500,
ADD,MANUAL,EVERLANE INC170457415-506-7691 C,62deed8b7b212526d1e01500,
ADD,MANUAL,EVERLANE INC837613415-506-7691 C,62deed8b7b212526d1e01500,
ADD,MANUAL,Facebook Pay,621b99335f87e75f5365a44d,
ADD,MANUAL,YouTube,621b99b35f87e75f5365eec5,
ADD,MANUAL,YouTube g.co/helppay#,621b99b35f87e75f5365eec5,
ADD,MANUAL,Youtube Premium withdrawal,621b99b35f87e75f5365eec5,
ADD,MANUAL,YouTube TV g.co/helppay#,621b99b35f87e75f5365eec5,
ADD,MANUAL,Ach Paypal Inst Xfer Grove Coll,621b99575f87e75f5365b955,
ADD,MANUAL,PAYPAL INST XFER GROVE COLL,621b99575f87e75f5365b955,
ADD,MANUAL,PAYPAL RETRY PYMT GROVE COLL,621b99575f87e75f5365b955,
ADD,MANUAL,CHECKCARD 0703 H&M0178 DENVER CO XXXXX4121XXXXXXXXXX0742,621b99c05f87e75f5365f6a5,
ADD,MANUAL,Debit Purchase 02/26 Card 9695h&m0268,621b99c05f87e75f5365f6a5,
ADD,MANUAL,H&M0152 04/15 #000619417 PURCHASE H&M0152,621b99c05f87e75f5365f6a5,
ADD,MANUAL,H&M0152 LAS VEGAS NV Digital Account Number XXXXXXXXXXXX9676,621b99c05f87e75f5365f6a5,
ADD,MANUAL,H&M0207 DALLAS TX Digital Account Number XXXXXXXXXXXX6663,621b99c05f87e75f5365f6a5,
ADD,MANUAL,H&M0207 DALLAS TX Digital Account Number XXXXXXXXXXXX9676,621b99c05f87e75f5365f6a5,
ADD,MANUAL,H&M0422 03/19 #XXXXX3459 PURCHASE H&M0422 DEPTFORD TOWN,621b99c05f87e75f5365f6a5,
ADD,MANUAL,H&M0454 HOUSTON TX 985003 08/20,621b99c05f87e75f5365f6a5,
ADD,MANUAL,H&M0473 LIBERTY TOWNSOH,621b99c05f87e75f5365f6a5,
ADD,MANUAL,H&M0675 SOUTH BURLINGVT sale,621b99c05f87e75f5365f6a5,
ADD,MANUAL,HM,621b99c05f87e75f5365f6a5,
ADD,MANUAL,NNT H&M0160 05/02 #XXXXX8659 PURCHASE 231 18TH STREET,621b99c05f87e75f5365f6a5,
ADD,MANUAL,POS PURCHASE POS07900190 1650994 H&M0473 LIBERTY TOWN,621b99c05f87e75f5365f6a5,
ADD,MANUAL,PURCHASE AUTHORIZED ON 12/05 H&M0448 SAN CLEMENTE CA P00460341011229270 CARD 5706,621b99c05f87e75f5365f6a5,
ADD,MANUAL,Home Depot,621b99345f87e75f5365a50d,
ADD,MANUAL,HP *INSTANT INK,621b99355f87e75f5365a529,
ADD,MANUAL,HP Instant Ink,621b99355f87e75f5365a529,
ADD,MANUAL,INSTACART CREDIT,62def2367b212526d1e077a2,
ADD,MANUAL,INSTACART EXPRESS CREDIT,62def2367b212526d1e077a2,
ADD,MANUAL,INSTACART SAN FRANCISCO CA Digital Account Number XXXXXXXXXXXX2556,62def2367b212526d1e077a2,
ADD,MANUAL,INSTACART*SUBSCRIPTION,62def2367b212526d1e077a2,
ADD,MANUAL,INSTACART*SUBSCRIPTION SAN FRANCISCO CA Digital Account Number XXXXXXXXXXXX2556,62def2367b212526d1e077a2,
ADD,MANUAL,INTERMIX / GAP,621b99b35f87e75f5365eee9,
ADD,MANUAL,LULULEMON DURHAMSOU,621b99365f87e75f5365a611,
ADD,MANUAL,1616000011 51077 Hotel Marriott Wien AT Card 5078/Withdrawal ATM Fee,621b99375f87e75f5365a665,
ADD,MANUAL,NIKEPOS US,621b99375f87e75f5365a691,
ADD,MANUAL,NikePOS_US,621b99375f87e75f5365a691,
ADD,MANUAL,NikePOS_US Chicago IL Digital Account Number XXXXXXXXXXXX6663,621b99375f87e75f5365a691,
ADD,MANUAL,PURCHASE 0902 OLAY COM OH XXXXX1522XXXXXXXXXX9330,621b99ba5f87e75f5365f301,
ADD,MANUAL,OLDNAVY MAPLE TREE PLACE,621b99b35f87e75f5365eed1,
ADD,MANUAL,"OLDNAVY MAPLE TREE PLACE WILLISTON VT MENS ACTIVE, WOMENS WOVENS TOPS WOMENS KNITS, WOMENS SWEATERS W DRESSES & OUTRWR, WOMENS ACCESSORIES",621b99b35f87e75f5365eed1,
ADD,MANUAL,OLDNAVY MAPLE TREE PLACE WILLISTON VT WOMENS WOVENS TOPS WOMENS ACTIVE,621b99b35f87e75f5365eed1,
ADD,MANUAL,Patagonia Direct Inc.,621b995c5f87e75f5365bc11,
ADD,MANUAL,PROGRESSIVE INS,621b99385f87e75f5365a761,
ADD,MANUAL,CHECKCARD 0617 REI.COM WA XXXXX1611XXXXXXXXXX5290,62def1b77b212526d1e07323,
ADD,MANUAL,CHECKCARD 0618 REI.COM WA XXXXX1611XXXXXXXXXX2014,62def1b77b212526d1e07323,
ADD,MANUAL,CHECKCARD 0620 REI.COM WA XXXXX1611XXXXXXXXXX4023,62def1b77b212526d1e07323,
ADD,MANUAL,CHECKCARD 0620 REI.COM WA XXXXX1611XXXXXXXXXX4415,62def1b77b212526d1e07323,
ADD,MANUAL,CHECKCARD 0707 REI.COM 800-426-4840 WA XXXXX1621XXXXXXXXXX9267,62def1b77b212526d1e07323,
ADD,MANUAL,CHECKCARD 0730 REI.COM 800-426-4840 WA XXXXX1622XXXXXXXXXX3428,62def1b77b212526d1e07323,
ADD,MANUAL,Debit Purchase -visa 01/05 Card 1444rei.com,62def1b77b212526d1e07323,
ADD,MANUAL,Debit Purchase -visa 02/10 Card 1444rei.com,62def1b77b212526d1e07323,
ADD,MANUAL,Debit Purchase -visa 04/01 Card 1444rei.com,62def1b77b212526d1e07323,
ADD,MANUAL,Debit Purchase -visa 09/07 Card 1444rei.com,62def1b77b212526d1e07323,
ADD,MANUAL,REI #107 SANTA MONICA,62def1b77b212526d1e07323,
ADD,MANUAL,REI #11 SEATTLE,62def1b77b212526d1e07323,
ADD,MANUAL,REI #125 KENNESAW,62def1b77b212526d1e07323,
ADD,MANUAL,REI #15 BLOOMINGTON,62def1b77b212526d1e07323,
ADD,MANUAL,REI #167 W DES 07/02 #XXXXX5242 PURCHASE REI #167 W DES MO,62def1b77b212526d1e07323,
ADD,MANUAL,REI #167 W DES MOINES,62def1b77b212526d1e07323,
ADD,MANUAL,REI #172 OKLAHOMA CITY,62def1b77b212526d1e07323,
ADD,MANUAL,REI #180 VERNON HILLS,62def1b77b212526d1e07323,
ADD,MANUAL,REI #20 BELLEVUE,62def1b77b212526d1e07323,
ADD,MANUAL,REI #214 W WILLISTON V,62def1b77b212526d1e07323,
ADD,MANUAL,REI #214 WILLI WILLISTON V,62def1b77b212526d1e07323,
ADD,MANUAL,REI #33 ATLANT 07/10 #000829566 PURCHASE 1800 NE EXPRESSWA,62def1b77b212526d1e07323,
ADD,MANUAL,REI #33 ATLANTA ATLANTA GA 5108500330248882,62def1b77b212526d1e07323,
ADD,MANUAL,REI #34 BAILEYS CROSS,62def1b77b212526d1e07323,
ADD,MANUAL,REI #45 DALLAS DALLAS TX Digital Account Number XXXXXXXXXXXX6663,62def1b77b212526d1e07323,
ADD,MANUAL,REI #47 BOISE 10/30 #XXXXX2972 PURCHASE REI #47 BOISE 830,62def1b77b212526d1e07323,
ADD,MANUAL,REI #69 TACOMA,62def1b77b212526d1e07323,
ADD,MANUAL,REI #77 SANTA ROSA,62def1b77b212526d1e07323,
ADD,MANUAL,REI #85 DURHAM,62def1b77b212526d1e07323,
ADD,MANUAL,REI #85 DURHAM DURHAM NC 5035790850217388,62def1b77b212526d1e07323,
ADD,MANUAL,REI #91 ROCKVILLE,62def1b77b212526d1e07323,
ADD,MANUAL,Rei #97 Raleigh,62def1b77b212526d1e07323,
ADD,MANUAL,REI #97 RALEIGH RALEIGH NC 3234700970211404,62def1b77b212526d1e07323,
ADD,MANUAL,REI.COM 800-426-4840 WA A246815158,62def1b77b212526d1e07323,
ADD,MANUAL,REI.COM XXX-XXX-XXX0,62def1b77b212526d1e07323,
ADD,MANUAL,REI#180 VERNON HILLS,62def1b77b212526d1e07323,
ADD,MANUAL,Shell,62def2437b212526d1e078e1,
ADD,MANUAL,Sorel Footwear US OR,621b99b15f87e75f5365ede5,
ADD,MANUAL,PURCHASE AUTHORIZED ON 07/09 TOMS.COM USD CA S301190862507735 CARD 8120,621b99475f87e75f5365afad,
ADD,MANUAL,TOMS.COM USD,621b99475f87e75f5365afad,
ADD,MANUAL,"Walgree -A Mi Grandville, 28Th St Sw, US",62def2787b212526d1e07d0b,
ADD,MANUAL,Walgreens,62def2787b212526d1e07d0b,
ADD,MANUAL,POS Debit - Visa Check Card 4154 - MURPHY5528ATWALMAR,621b993c5f87e75f5365a9a5,
ADD,MANUAL,WARBY PARKER NEW YORK CITY HQ & SHOWROOM,62def18a7b212526d1e06d60,
ADD,MANUAL,Zappos.com,621b99af5f87e75f5365ec91,
ADD,MANUAL,ZARAUSAINC,62def2767b212526d1e07cdc,
ADD,MANUAL,DoorDash Inc. DoorDash ST-A1F8X9B1O5C9,62def1427b212526d1e06483,
ADD,MANUAL,E Bay O*,621b99325f87e75f5365a3e1,
ADD,FALSE_POSITIVE,Energy,,
ADD,FALSE_POSITIVE,Energy Inc.,,
ADD,FALSE_POSITIVE,Energy LLC,,
ADD,FALSE_POSITIVE,Cellars,,
ADD,FALSE_POSITIVE,Cellars LLC,,
ADD,FALSE_POSITIVE,Impact,,
ADD,FALSE_POSITIVE,Rocks,,
ADD,FALSE_POSITIVE,25 Degrees,,
ADD,FALSE_POSITIVE,Degrees,,
ADD,FALSE_POSITIVE,Group Inc.,,
ADD,FALSE_POSITIVE,Tequila,,
ADD,FALSE_POSITIVE,Zip Co,,
ADD,FALSE_POSITIVE,Annies,,
ADD,FALSE_POSITIVE,Aramark,,
ADD,FALSE_POSITIVE,Article,,
ADD,FALSE_POSITIVE,Asahi,,
ADD,FALSE_POSITIVE,Bailey's,,
ADD,FALSE_POSITIVE,Bantam,,
ADD,FALSE_POSITIVE,Big Red,,
ADD,FALSE_POSITIVE,Blackstones,,
ADD,FALSE_POSITIVE,Blake S,,
ADD,FALSE_POSITIVE,Bold LLC,,
ADD,FALSE_POSITIVE,Bon Appetit,,
ADD,FALSE_POSITIVE,Booking,,
ADD,FALSE_POSITIVE,Bounty,,
ADD,FALSE_POSITIVE,Brew Tea,,
ADD,FALSE_POSITIVE,Burlington,,
ADD,FALSE_POSITIVE,Butler,,
ADD,FALSE_POSITIVE,Clevel,,
ADD,FALSE_POSITIVE,Cadillac,,
ADD,FALSE_POSITIVE,Kernville,,
